"id_relatore","name","surname","company","role","photo","curriculum"
"5379","Maria Antonietta","Riemma","","","74599","Work Experience Researcher at Department of Experimental Medicine, University of Campania “Luigi Vanvitelli”, Naples (Apr2023-present) Scientific executive member of SIF early career Pharmacologists group (SIF-ECPG) (Nov2022-present) My research interest is inflammation and the role of the immuno-inflammatory response and sphingolipids metabolism in respiratory allergy and cardiovascular diseases. Using a wide range of in vitro and in vivo models of allergic asthma and heart failure my current research attempts to study the cellular and molecular mechanisms of sphingosine-1-phosphate (S1P) involved in the pathophysiology of inflammatory respiratory diseases and heart failure. Heart failure with preserved ejection fraction (HFpEf): pathophysiological mechanisms and effects of new hypoglicemic drugs in an animal model of heart failure associated with renal dysfunction."
"5380","Rossana","Roncato","","","74600","Research experience 2022- ongoing Assistant Professor (RTD-B), University of Udine 2022- ongoing Clinical Pharmacologist, Udine University Hospital & National Cancer Institute of Aviano (IRCSS) 2017-2022 Post-doctoral researcher, National Cancer Institute of Aviano (IRCSS) 2021-2023 Collaborating Expert - Benefit-risk assessment. EMA 2014-2017 PhD student at Clinical and Experimental Pharmacology, National Cancer Institute of Aviano (IRCSS) 2012-2013 Visiting Researcher, Newton Lab (UCSD)"
"5381","Concetta","Altamura","","","74601","Linea di ricerca nel settore: Ruolo dei canali ionici nelle canalopatie neuromuscolari Medicina di precisione nelle miotonie non distrofiche Ruolo dei canali ionici come target molecolari per il trattamento dell’adenocarcinoma pancreatico Ruolo del microambiente tumorale sulla crescita/metastatizzazione/risposta alla terapia delle cellule di adenocarcinoma pancreatico Identificazione di nuovi bersagli farmacologici per il trattamento del mieloma multiplo e studio dei meccanismi di resistenza ai farmaci antitumorali attualmente utilizzati nella pratica clinica. Metodiche e tecniche avanzate: Allestimento e mantenimento in coltura di linee cellulari umane Valutazione dell’espressione genica e proteica dei canali ionici mediante Real Time PCR e Western Blot Caratterizzazione funzionale e farmacologica dei canali ionici mediante tecniche di elettrofisiologia (patch-clamp) Saggi di proliferazione, sopravvivenza e apoptosi cellulare, saggi angiogenici (saggio migrazione, chemiotassi, angiogenesi in vitro, saggio di adesione), metodiche di citofluorimetria e imaging (immunofluorescenza e immunoistochimica). Fino a 5 pubblicazioni rappresentative: 1. Saltarella I, Altamura C, Lamanuzzi A, Apollonio B, Vacca A, Frassanito MA, Desaphy JF. Ion Channels in Multiple Myeloma: Pathogenic Role and Therapeutic Perspectives. Int J Mol Sci. 2022;23(13):7302. doi: 10.3390/ijms23137302. 2. Di Molfetta D, Cannone S, Greco MR, Caroppo R, Piccapane F, Carvalho TMA, Altamura C, Saltarella I, Tavares Valente D, Desaphy JF, Reshkin SJ, Cardone RA. ECM Composition Differentially Regulates Intracellular and Extracellular pH in Normal and Cancer Pancreatic Duct Epithelial Cells. Int J Mol Sci. 2023 Jun 25;24(13):10632. doi: 10.3390/ijms241310632. 3. Altamura C, Conte E, Campanale C, Laghetti P, Saltarella I, Camerino GM, Imbrici P, Desaphy JF. Chaperone activity of niflumic acid on ClC-1 chloride channel mutants causing myotonia congenita. Front Pharmacol. 2022; 13:958196. doi: 10.3389/fphar.2022.958196. 4. Lamanuzzi A, Saltarella I, Reale A, Melaccio A, Solimando AG, Altamura C, Storlazzi CT, Tolomeo D, Desantis V, Mariggiò MA, Desaphy JF, Spencer A, Vacca A, Apollonio B, Frassanito MA. Early and late effects of fibroblasts-derived extracellular vesicles on bone marrow angiogenesis in patients with multiple myeloma: therapeutic and clinical implications. Biomedicines. 2023 May 8;11(5):1400. doi: 10.3390/biomedicines11051400. 5. Altamura C, Fonzino A, Tarantino N, Conte E, Liantonio A, Imbrici P, Carratù MR, Pierno S, Desaphy JF. Increased sarcolemma chloride conductance as one of the mechanisms of action of carbonic anhydrase inhibitors in muscle excitability disorders. Exp Neurol. 2021; 342:113758. doi: 10.1016/j.expneurol.2021.113758."
"5382","Michele","Biagioli","","","74602","Membro del Editorial Board di Frontiers in Pharmacology - Section Experimental Pharmacology and Drug Discovery Membro del Editorial Board di Frontiers in Pharmacology - Gastrointestinal and Hepatic Pharmacology Frontiers in Pharmacology Membro del Journal Topics Board Nutrients Ricercatore a tempo determinato (RTD-A) Contratto da ricercatore a tempo determinato presso l’Università degli Studi di Perugia. SC 06/D4 – Malattie cutanee, malattie infettive e Malattie dell’apparato digerente. SSD MED/12 – Gastroenterologia. Docente referente Professore Stefano Fiorucci. L’attività dì ricerca ha come oggetto ""Valutazione del ruolo dei recettori per gli acidi biliari FXR, GPBAR1 ed LXR nella regolazione del metabolismo e dell’infiammazione in patologie metaboliche ed immunologiche del fegato e dell’apparato gastrointestinale""."
"5383","Francesca","Bosco","","","74603","FRANCESCA BOSCO POSIZIONE ATTUALE - Ricercatrice a tempo determinato (lettera A, BIO14 Farmacologia, UMG-Catanzaro, in corso). - Specializzanda in Farmacologia e Tossicologia clinica (UMG-Catanzaro, in corso) FORMAZIONE - PhD in Scienze della vita (UMG-Catanzaro, 2019) - Laurea in Farmacia (UMG-Catanzaro, 2015) ATTIVITA’ SCIENTIFICA E DIDATTICA - Cultrice della materia SSD/BIO14 - Partecipazione a comitati Editoriali di Riviste scientifiche - Attività di revisore per riviste internazionali BIBLIOGRAFIA Area di interesse: Neurofarmacologia, Malattie del sistema Nervoso, Nutraceutici. - Pubblicazioni: 57 - Abstract con comunicazione orale: 3 - Abstract con Poster: 29"
"5384","Sarah","Cargnin","","","74604","DAL 3 OTTOBRE 2022 AD OGGI Ricercatore a tempo determinato di tipo B in Farmacologia (BIO/14) presso il Dipartimento di Scienze della Salute, Università degli Studi del Piemonte Orientale (UPO), Novara DAL 3 DICEMBRE 2021 AD OGGI Membro del Centro Regionale di Farmacovigilanza (CRFV) della Regione Piemonte. Come componente dello staff del responsabile scientifico del CRFV, le funzioni svolte includono: promozione di progetti collaborativi con altri partner quali ad esempio: Università, Centri di Ricerca, AIFA, Ministero della Salute, ISS, EMA, Società Scientifiche, Gruppi di area specialistica; coordinamento e monitoraggio dei progetti di Farmacovigilanza attiva regionali e aziendali; formazione dei Responsabili Locali di Farmacovigilanza; supervisione alle attività di analisi dei segnali e alla valutazione del causality assessment; supporto alla definizione degli indicatori da utilizzare a livello regionale orientati all’appropriatezza farmaceutica; collaborazione alla realizzazione di contenuti scientifici all’interno della pagina web regionale di FV."
"5385","Claudia","Ceci","","","74605","Laureata in Biologia Cellulare e Molecolare presso l’Università degli Studi di Roma “Tor Vergata” nel 2010. Nel 2015 ha conseguito il Dottorato di Ricerca in Neuroscienze presso la stessa Università. La sua attività di ricerca è stata inizialmente rivolta al differenziamento neuronale ed al ruolo che specifiche proteine (le caspasi) o l’esposizione ad agenti potenzialmente tossici (il nichel) possono avere in questo processo. Più recentemente, si è dedicata allo studio di nuove strategie terapeutiche contro diverse forme tumorali, quali il carcinoma della vescica, il melanoma, il glioblastoma, nella forma di composti di origine naturale e di innovativi farmaci biologici, come anticorpi monoclonali e coniugati anticorpo–farmaco citotossico. Ha un’esperienza consolidata nella progettazione di studi sperimentali e nella messa a punto di protocolli di biologia cellulare e molecolare. E’ autrice di diverse pubblicazioni su riviste internazionali peer-reviewed di elevata qualità scientifica. Dal 2021 è iscritta alla Società Italiana di Farmacologia. Da ottobre 2022 a settembre 2023 è stata Ricercatore a tempo determinato L.240/10 tipo A, nel Settore Scientifico Disciplinare BIO/14-Farmacologia presso l’International University of Health and Medical Sciences UNICAMILLUS di Roma. A maggio 2023 ha conseguito l’Abilitazione Scientifica Nazionale a Professore di Seconda Fascia per il Settore Concorsuale 05/G1 – Settore Scientifico Disciplinare BIO/14-Farmacologia. Da ottobre 2023 è Ricercatore a tempo determinato L.240/10 tipo B, nel Settore Scientifico Disciplinare BIO/14-Farmacologia presso l’Università degli Studi di Roma “Tor Vergata”. E’ titolare dell’insegnamento “Special Pharmacology and Therapy” per il corso di laurea in lingua inglese in Pharmacy, presso l’Università degli Studi di Roma “Tor Vergata”."
"5386","Paola","De Cicco","","","74606","Research activity mainly focused on drug discovery for the treatment of inflammation and cancer. Key research lab expertise includes in vitro (2D/3D) and in vivo models of inflammatory disease and cancer (mainly melanoma and colorectal cancer); molecular biology; flow cytometry; immune cells isolation and characterization."
"5387","Fausto","Chiazza","","","74607","SCIENTIFIC METRIC OVERVIEW From Scopus (update November 30th 2023): Documents by author: 50 Citations: 1621 by 1391 documents h-Index: 27 Complete List of Publications https://www.scopus.com/authid/detail.uri?authorId=55793213400 Scopus ID 55793213400 ORCID ID 0000-0001-7273-0051 Web of Science Researcher ID I-5559-2015"
"5388","Federica","Foglietta","","","74608","Posizione 2022: ASN 2021/2023 - Attestazione di avvenuto conseguimento dell’Abilitazione Scientifica Nazionale alle funzioni di professore universitario di Seconda Fascia nel Settore Concorsuale 05/G1 FARMACOLOGIA, FARMACOLOGIA CLINICA E FARMACOGNOSIA. 2021- oggi: Ricercatore a tempo determinato di tipo A (RTDA) presso il Dipartimento di Scienza e Tecnologia del Farmaco, Università degli Studi di Torino (Italia)."
"5389","Elisabetta","Gerace","","","74610","Ricercatore a tempo determinato di tipo A (RTDA) in BIO/14; Dipartimento di Scienze della Salute, Università di Firenze. Istruzione e formazione 2006 Laurea in Chimica e Tecnologie Farmaceutiche Università degli studi di Firenze, Firenze, Italia 2011 Dottorato di Ricerca in Neuroscienze Università degli studi di Firenze, Firenze Italia Esperienza Professionale 2006 Abilitazione alla professione di Farmacista 2011-2013 Contratto di ricerca, Departimento di Farmacologia “Mario Aiazzi Mancini”, Università degli studi di Firenze, Firenze, Italia. 2013-2016 Contratto di ricerca, Departimento di Scienze della Salute (DSS) Università degli studi di Firenze, Firenze, Italia. 2016-2022 Contratto di ricerca, Dipartimento di Neuroscienze, Psicologia, Area del Farmaco e Salute del Bambino (NEUROFARBA), Sezione di Farmacologia e Tossicologia, Università degli studi di Firenze, Firenze, Italia."
"5390","Ylenia","Ingrasciotta","","","74611","Ylenia Ingrasciotta, University of Verona I am currently Assistant Professor (RTDb) of Pharmacology at University of Verona. I have been a pharmacoepidemiologist at the Universities of Messina (since 2012) and Verona (since 2022). Over the course of the past years, I have been privileged to work on several multi-center pharmacoepidemiology studies using different Italian claims and general practice databases. In particular, I worked on a multi-center project funded by the Italian Health Ministry, aimed at evaluating the prescribing pattern, effectiveness and safety of some first generation biologics, including biosimilars (e.g. erythropoiesis-stimulating agents, granulocyte colony-stimulating factors, somatropin), through a network of claims databases from different Italian regions and cities. Then, I have been actively involved in the coordination of an Italian multi-regional project, known as the VALORE project, funded by the Italian Drug Agency (AIFA); it is aimed at evaluating the comparative post-marketing benefit-risk profile of biological drugs, both originators and biosimilars, in dermatology, rheumatology, gastroenterology and onco-hematology, using real world data from an Italian network of claims databases, active surveillance and clinical registries. I have also coordinated several observational studies funded by pharmaceutical companies, including: studies on the pattern of anti-osteoporosis drugs, antidiabetic drugs or new oral anticoagulants use, using two claims databases of Caserta and Palermo Local Health Units (Southern Italy); a multi-center pharmacoutilization study in collaboration with the University of Bremen (Germany) and with PHARMO Institute for Drug Outcomes Research (Netherlands), aimed at exploring the real world use of biologics for the treatment of colorectal cancer patients. I have been also a Visiting Research Fellow/Collaborator in the Division of Pharmacoepidemiology and Pharmacoeconomics at the Brigham and Women’s Hospital and Harvard Medical School. Currently, I'm also the CEO of the Academic Spin-Off ""INnovative Solutions for medical Prediction and big data Integration in REal world setting - INSPIRE SRL"" of the Universities of Verona and Messina."
"5391","Ester","Pagano","","","74612","Laureata in Farmacia (2010), Specializzata in Farmacia Ospedaliera (2016), e dottorata in Scienza del Farmaco (2019) presso l’Università di Napoli Federico II. Negli ultimi 14 anni ha svolto attività di ricerca in campo farmacologico sia in Italia che all’estero (University of Chicago, University of Cambridge). Vincitrice di vari premi scientifici per la sua attività di ricerca tra i quali “L'Oreal-UNESCO for Women in Science 2019” e “Prix Galien 2019” nella categoria giovani ricercatori. Principali linee di ricerca L’attività scientifica è focalizzata sull’identificazione di nuovi target molecolari coinvolti nella patogenesi di malattie infiammatorie croniche intestinali (MICI) e tumore del colon-retto (CRC). In particolare, negli ultimi anni la ricerca ha mostrato l’effetto antinfiammatorio ed antitumorale di ligandi naturali e sintetici dei recettori TRPs, CBs e GPR55 proponendoli per il trattamento di MICI e CRC. 5 Pubblicazioni rappresentative: 1. Pagano E, et al. TRPM8 indicates poor prognosis in colorectal cancer patients and its pharmacological targeting reduces tumour growth in mice by inhibiting Wnt/β-catenin signalling. Br J Pharmacol. 2023 Jan;180(2):235-251. doi: 10.1111/bph.15960. 2. Romano B*, Pagano E*, et al. N-Acylethanolamine acid amidase (NAAA) is dysregulated in colorectal cancer patients and its inhibition reduces experimental cancer growth. Br J Pharmacol. 2022 Apr;179(8):1679-1694. doi: 10.1111/bph.15737. *Authors contributed equally 3. Pagano E, et al. Activation of the GPR35 pathway drives angiogenesis in the tumour microenvironment. Gut. 2022 Mar;71(3):509-520. doi: 10.1136/gutjnl-2020-323363. 4. Pagano E, et al. The non-euphoric phytocannabinoid cannabidivarin counteracts intestinal inflammation in mice and cytokine expression in biopsies from UC pediatric patients. Pharmacol Res. 2019 Nov;149:104464. doi: 10.1016/j.phrs.2019.104464. 5. Pagano E, et al. Pharmacological inhibition of MAGL attenuates experimental colon carcinogenesis. Pharmacol Res. 2017 May;119:227-236. doi: 10.1016/j.phrs.2017.02.002. Indicatori bibliometrici Scopus ID:16469573300; Numero di lavori pubblicati: 56; h-index: 25; citations: 2202 (ISI Web of Knowledge)"
"5392","Gustavo","Provensi","","","74613","A. Personal Statement Regarding my studies, I am a Pharmacist graduated at the University of Rio Grande do Sul, Porto Alegre, Brazil in 2004 and in 2007 I obtained also a Master’s Degree in Pharmaceutical Sciences by the same institution. In 2014 I obtained a PhD title in Pharmacology, Toxicology and Innovative Therapies at the University of Florence. During these years I also participated to several national and international courses and training schools. Over the past two decades, the experiences I had in different countries and the vast range of topics I tacked during my career allowed me to acquire multifaceted and transversal skills that characterize my current research activity."
"5393","Gloria","Ravegnini","","","74614","A. Positions and Honors. List in chronological order previous positions, concluding with your present position. List any honors. 09/2009-12/2010: Graduate Research Fellow, Department of Pharmacology, University of Bologna 10/2011-05/2013: Visiting scientist, Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, US. 01/2011-12/2013: PhD candidate, Laboratory of Toxicogenetics and Toxicogenomics, Department of Pharmacy and Biotechnology, University of Bologna 01/2014-07/2020: Postdoctoral Fellow, Laboratory of Pharmacogenetics and Pharmacogenomics, Department of Pharmacy and Biotechnology, University of Bologna. 06/2018: L’Oreal-UNESCO For Women in Science Award 06/2020: Fulbright Award 20-21 08/2020-07/2023: Junior Assistant Professor (RTDA), Laboratory of Pharmacogenetics and Pharmacogenomics, Department of Pharmacy and Biotechnology, University of Bologna. 08/2023-Today: Senior Assistant Professor (RTDB), Laboratory of Pharmacogenetics and Pharmacogenomics, Department of Pharmacy and Biotechnology, University of Bologna. B. Selected peer-reviewed publications (Selected from 87 peer-reviewed publications). Most relevant to the current application 1. Angelini S, Soverini S, Ravegnini G, Barnett M, Turrini E, Thornquist M, et al. Association between imatinib transporters and metabolizing enzymes genotype and response in newly diagnosed chronic myeloid leukemia patients receiving imatinib therapy. Haematologica, 98(2):193-00, 2013. 2. Ravegnini G, Mariño-Enriquez A, Slater J, Eilers G, Wang Y, Zhu M, et al. MED12 mutations in Leiomyosarcoma and extrauterine Leiomyoma, Mod Pathol, 26(5):743-49, 2013. 3. Serrano C, Wang YX, Mariño-Enríquez A, Lee JC, Ravegnini G, Morgan JA, et al. KRAS and KIT gatekeeper mutations confer polyclonal primary imatinib resistance in GIST: relevance of concomitant PI3K/AKT dysregulation. J Clin Oncol, 1;33(22):e93-6, 2015. 4. Ravegnini G, Zolezzi Moraga JM, Maffei F, Musti M, Zenesini C, Simeon V, et al. Simultaneous analysis of SEPT9 promoter methylation status, micronuclei frequency, and folate-related gene polymorphisms: the potential for a novel blood-based colorectal cancer biomarker. Int J Mol Sci, 16(12):28486-497, 2015. 5. Pantaleo MA*, Ravegnini G*, Astolfi A, Simeon V, Nannini M, Saponara M, et al. Integrating miRNA and gene expression profiling analysis revealed regulatory networks in gastrointestinal stromal tumors. Epigenomics, 8(10):1347-66, 2016. 6. Ravegnini G, Nannini M, Zanesini C, Simeon V, Sammarini G, Urbini M, et al. An exploratory association of polymorphisms in angiogenesis-related genes with susceptibility, clinical response and toxicity in gastrointestinal stromal tumors receiving sunitinib after imatinib failure. Angiogenesis, 20(1):139-48, 2017. 7. Ravegnini G, Sammarini G, Nannini M, Pantaleo MA, Biasco G, Hrelia P, Angelini S. Gastrointestinal stromal tumors (GIST): facing cell death between autophagy and apoptosis. Autophagy, 13(3):452-63, 2017. 8. Pantaleo MA, Urbini M, Indio V, Ravegnini G, Nannini M, De Luca M, et al. Genome-Wide analysis identifies MEN1 and MAX mutations and a neuroendocrine-like molecular heterogeneity in quadruple WT GIST. Mol Cancer Res, 15(5):553-62, 2017 9. Hmeljak J, Sanchez-Vega F, Hoadley KA, Shih J, Stewart C, Heiman D, et al. Integrative molecular characterization of Malignant Pleural Mesothelioma. Cancer Discov, 8(12):1548-65, 2018. 10. Ravegnini G, Urbini M, Simeon V, Genovese C, Astolfi A, Nannini M, et al. An exploratory study by DMET array identifies a germline signature associated with imatinib response in gastrointestinal stromal tumor. Pharmacogenomics J, 19(4):390-400, 2019. 11. Ricci R, Martini M, Ravegnini G, Cenci T, Milione M, Lanza P, et al. Preferential MGMT methylation could predispose a subset of KIT/PDGFRA-WT GISTs, including SDH-deficient ones, to respond to alkylating agents. Clin Epigenetics, 11(1):2, 2019 12. Ravegnini G, Serrano C, Simeon V, Sammarini G, Nannini M, Roversi E, Urbini M, Ferrè F, Ricci R, Tarantino G, Pantaleo MA, Hrelia P, Angelini S. The rs17084733 variant in the KIT 3’ UTR disrupts a miR-221/222 binding site in gastrointestinal stromal tumor: a sponge-like mechanism conferring disease susceptibility, Epigenetics, 14(6):545- 557, 2019. 13. Ravegnini G, Cargnin S, Sammarini G, Zanotti F, Lorenzo JM, Hrelia P, et al. Prognostic role of miR-221 and miR-222 expression in cancer patients: a systematic review and meta-analysis. Cancers, 11(7), 2019. 14. Ravegnini G, Sammarini G, Serrano C, Nannini M, Pantaleo MA, Hrelia P, et al. Clinical relevance of circulating molecules in cancer: focus on gastrointestinal stromal tumor (GIST). Ther Adv Med Oncol, Mar 1;11, 2019. 15. Indio V*, Ravegnini G*, Astolfi A, Urbini M, et al. Gene expression profiling of PDGFRA mutant GISTs reveals immune signatures as a specific fingerprint of D842V exon 18 mutation. Frontiers in Immunology, 2;11:851, 2020 C. Research Support. List selected ongoing or completed (during the last three years) research projects (federal and non-federal support). 1. Characterization of extracellular nicotinamide phosphoribosyltransferase (eNAMPT) as a novel pharmacological target in ovarian cancer. Duration: 10/2023-10/2025; Role: PI; Funding Source: PRIN 2022 2. Deciphering DNA damage repair-related vulnerabilities in leiomyosarcoma (CHIMERA), Duration: 01/2024- 01/2026; Role: PI; Funding Source: Berlucchi Foundation 3. RNA National Center for Gene Therapy and Drugs based on RNA Technology , Spoke N. 1 - Genetic Diseases; Duration: 10/2022-10/2025; Role: Local PI; Funding Source: PNRR 4. Identifying DNA damage repair-related vulnerabilities in leiomyosarcoma; Duration: 07/2022-07/2023; Role: Key Personnel; Funding Source: Sarcoma Foundation of America (SFA)"
"5394","Laura","Rizzi","","","74615","RtdA presso il Dipartimento di Medicina e Chirurgia dell’Università Milano Bicocca I principali interessi di ricerca riguardano la caratterizzazione dell’attività farmacologica e dei relativi target molecolari di una famiglia di composti sintetici e non, i Growth Hormone Secretagogues. Recentemente si è interessata allo studio delle proprietà antiproliferative di nuovi estratti di cannabinoidi in modelli in vitro di psoriasi. Da diversi anni si interessa del ruolo svolto dai nutrienti nella prevenzione delle malattie neurodegenerative e delle differenze biologiche, socio-culturali ed economiche che influenzano la salute e la malattia di uomini e donne. Questi argomenti vengono anche trattati nelle lezioni ai Corsi di Laurea di Medicina, Infermieristica e Ostetricia a lei assegnati."
"5395","Giovanni Luca","Romano","","","74616","Presentazione: Ricercatore presso il Dipartimento di Scienze Biomediche e Biotecnologiche (BIOMETEC), Sezione di Farmacologia, Farmacologia clinica e Farmacognosia (SSD BIO/14) dell’Università degli Studi Catania. Autore di 38 pubblicazioni su riviste internazionali indicizzate in diverse aree biomediche (H index da Scopus = 16), nel 2017 ha conseguito il titolo di Dottore di Ricerca in “Neuroscienze” - XXIX ciclo, con tesi di dottorato dal titolo “microRNA target in Glaucoma”. Tra il 2017 ed il 2019 ha ricoperto il ruolo di Staff Associate Research presso il Bascom Palmer Eye Institute – University of Miami – Florida (USA), svolgendo attivitá di ricerca nell’ambito di un progetto dal titolo “Retinal Ganglion Cells Survival in Glaucoma”, Vincitore di diversi grant e borse di studio per approfondimenti di ricerca all’estero, la sua principale attività di ricerca si concentra sullo studio della farmacologia oculare con un focus specifico sulle terapie di patologie neurodegenerative a carico della retina e del nervo ottico. Membro editoriale (Editorial Board) delle seguenti riviste scientifiche: - International Journal of Biomedical Sciences - Frontiers in Pharmacology . Abilitato a professore di II fascia per SSD BIO/14 dal 31/01/2022."
"5396","Giulia","Sita","","","74617","A. Positions and Honors. 2013 Marcopolo Scholarship, Brain and Mind Research Institute, Weill Cornell Medical College, New York, NY, USA. 2013 Visiting Graduate Assistant, Brain and Mind Research Institute, Weill Cornell Medical College, New York, NY, USA. 2014 – 2022 Postdoctoral fellow, Alma Mater Studiorum – University of Bologna 2016 Postdoctoral fellowship, MSD Italia and Italian Society of Pharmacology, University of Bologna, Italy 2016 Ugo Basile award for the best oral presentation with behavioral tests during the XIX SIF Seminar on Pharmacology and similar sciences for PhD students, fellows, post doc and specialist trainees 2017 Farmindustria Award 2018 Best poster award, XVIII National Seminar of the Italian Society of Toxicology 2023 – present Junior Assistant Professor, Alma Mater Studiorum – University of Bologna"
"5397","Maria","Talmon","","","74618","Da giugno 2023, sono ricercatrice presso il Dipartimento di Scienze del Farmaco all'Università del Piemonte Orientale, Novara. Durante il dottorato mi sono specializza in terapie avanzate concentrandomi sullo sviluppo di una strategia di terapia cellulare e genica dell'emofilia A, che ha portato al deposito di un brevetto di cui sono titolare: WO2018025130 - Method for inducing and differentiating pluripotent stem cells and uses thereof. Dal 2016 ad oggi, ho lavorato presso la stessa Università sempre nel campo della farmacologia. La mia linea principale di ricerca riguarda lo studio dell'omeostasi del calcio a valle dei recettori del gusto amaro localizzati nei tessuti extra orali, quali sistema respiratorio, evidenziandone l'effetto broncodilatatore ed antinfiammatorio, e sistema muscolo scheletrico. Parallelamente, stiamo sviluppando dei modelli cellulari di muscolo scheletrico e neuroni a partire da cellule staminali isolate dalle urine con lo scopo di ottenere modelli personalizzati di malattie genetiche neurodegenerative per studiare meccanismi molecolari e trattamenti farmacologici. Nel corso della mia carriera ho pubblicato 23 pubblicazioni peer reviewed (H-index: 9, citazioni: 232, fonte Scopus, gennaio 2024) e ho ricevuto diversi premi: ● Best Oral Presentation Award all'VIII SYRP: S.I.Fit. Meeting Young Researchers Project, 2019, Imola, Italia ●Premio Young Investigator al XXIII congresso della Società Internazionale di trombosi ed emostasi (ISTH), 2015, Toronto, Canada ●Premio Young Investigator al XXII congresso della Società Internazionale di trombosi ed emostasi (ISTH) , 2013, Amsterdam, Paesi Bassi. Nel 2020 ho ottenuto un finanziamento dalla Fondazione “Roche per la Ricerca Indipendente” per un progetto dal titolo “SNP dei recettori del gusto amaro come marcatore predittivo dell'asma nei bambini”."
"5398","Valeria","Tedeschi","","","74619","Valentina Tedeschi ha conseguito la Laurea Magistrale in Biologia Molecolare presso l'Università degli Studi di Napoli ""Federico II"" Ha ottenuto il titolo di dottore di ricerca in Neuroscienze nel 2019 presso il medesimo Ateneo, discutendo una tesi sul ruolo del canale del calcio lisosomiale TRPML 1 in modelli in vitro e in vivo di ischemia cerebrale Da ottobre 2023 ricopre il ruolo di Ricercatore a tempo determinato di tipo A ( nel gruppo della Prof ssa Agnese Secondo presso la Divisione di Farmacologia del Dipartimento di Neuroscienze, Scienze Riproduttive e Odontostomatologiche dell’Università degli Studi di Napoli “Federico II”, dove si occupa principalmente dello studio dell'omeostasi ionica intracellulare e dell’autofagia in modelli sperimentali di malattie neurodegenerative Nel 2022 ha ricevuto un finanziamento dalla Fondazione Roche per il suo progetto Pharmacological modulation of lysosomal channels in the neuroinflammation associated to brain ischemia (Bando Fondazione Roche per la Ricerca Indipendente 2021 è stata inoltre premiata dalla Società Italiana di Farmacologia con una Borsa di Ricerca in memoria del Prof Paolo Preziosi È autrice di diverse pubblicazioni su riviste scientifiche internazionali ed è membro di diverse società scientifiche (Società Italiana di Farmacologia, Società Italiana di Neuroscienze, Federation of European Neuroscience Societies)"
"5399","Maria Consiglia","Trotta","","","74620","CARRIERA UNIVERSITAR IA DISTABIF, Seconda Università degli Studi di Napoli Caserta, Italia ▪ Citologia ▪ Microbiologia ▪ Biochimica Aprile 2010 Maggio 2010 Tirocinio preso il Consiglio Per La Ricerca E La Sperimentazione In Agricoltura Caserta, Italia 1 Febbraio 2023 1 Febbraio 2033 Marzo 2020 ad oggi Maggio 2021 Luglio 202 2 Gennaio 2019 Dicembre 2019 Novembre 2017 Novembre 2018 Abilitazione scientifica nazionale per professore di seconda fascia , settore concorsuale 05/G1 FARMACOLOGIA, FARMACOLOGIA CLINICA E FARMACOGNOSIA Contratto di Ricercatore di tipo A, a tempo determinato (tempo pieno) Dipartimento di Medicina Sperimentale, Sezione di Farmacologia – Università della Campania L. Vanvitelli, - Napoli, Italia  Vitamina D e microbioma nella Sindrome di Sjogren Visiting Researcher F ormazione estera per l’RTDA Institute of Life Science -Vasile Goldis Western University of Arad (Romania)  Da luglio ad agosto 2021: 1 mese in presenza ad Arad nell’ambito della collaborazione sugli esperimenti in vivo su Vitamina D e Sindrome di Sjogren  Da ottobre a novembre 2021: 1 mese in presenza ad Arad nell’ambito della collaborazione sugli esperimenti in vivo su Vitamina D e Sindrome di Sjogren  Da maggio 2021 a luglio 2022: 6 mesi in smart working nell’ambito della collaborazione sul progetto europeo “Nanosistemi per la somministrazione di flavonoidi con l'aiuto di trasportatori supramolecolari che modulano la fibrosi nelle complicanze del diabete"" (PN-II-P4-ID-PCE-2020-2, Romania) Assegno di ricerca (rinnovo): “ Ruolo del recettore HCAR2 nella retinopatia diabetica in un modello di diabete sperimentale nel topo Dipartimento di Medicina Sperimentale, Sezione di Farmacologia – Università della Campania L. Vanvitelli, - Napoli, Italia  Colture cellulari retiniche in alto glucosio  Modulazione del recettore HCAR2 con l’ agonista selettivi (BHB) e determinazione dell’espressione dei miRNAs Assegno di ricerca: “ Ruolo del recettore HCAR2 nella retinopatia diabetica in un modello di diabete sperimentale nel topo Dipartimento di Medicina Sperimentale, Sezione di Farmacologia – Università della Campania L. Vanvitelli, - Napoli, Italia  Modelli sperimentali di retinopatia diabetica  Modulazione del recettore HCAR2 con agonisti e potenti e selettivi (monometilfumarato, BHB) e/o con antagonisti di origine anticorpale disponibili in commercio"
"5400","Ambra","Grolla","","","74621","Ricercatrice di tipo B presso il Dipartimento di Scienze del Farmaco, Università del Piemonte Orientale (UPO) di Novara e Professore di Farmacologia all’UPO, Facoltà di Biologia e Facoltà di Medicina e Chirurgia (sede Alessandria) e Facoltà di Biotecnologie (sede di Novara). Si occupa di ricerca di base in Farmacologia oncologica, in particolare del ruolo di proteine del metabolismo nella progressione tumorale e caratterizzazione come possibili bersagli farmacologici nel carcinoma mammario."
